Source,Target,Weight,Type
Luis Enrique,Nano,1,Undirected
Nano,Sergi,1,Undirected
Dani,Roger,1,Undirected
Déhu,Roger,1,Undirected
Cámara,Digne,1,Undirected
Cámara,Iniesta,1,Undirected
Cámara,Piqué,1,Undirected
Cámara,Umtiti,1,Undirected
Masip,Ter Stegen,1,Undirected
Giovanni,Mario Rosas,1,Undirected
Busquets,Kluivert,1,Undirected
Busquets,Okunowo,1,Undirected
Busquets,Pellegrino,1,Undirected
Busquets,Zenden,1,Undirected
F. de Boer,Okunowo,1,Undirected
Mingueza,Monchu,1,Undirected
Mingueza,Palencia,1,Undirected
Mingueza,Tabla,1,Undirected
Borja López,Carbonell,1,Undirected
Borja López,Cardona,1,Undirected
Nadal,R. de Boer,1,Undirected
Arnau,Busquets,1,Undirected
Arnau,Okunowo,1,Undirected
Arnau,Ćirić,1,Undirected
Busquets,Cocu,1,Undirected
Busquets,F. de Boer,1,Undirected
Munir,Nili,1,Undirected
Mújica,Nili,1,Undirected
Mújica,S. Roberto,1,Undirected
Mújica,Samper,1,Undirected
Nili,S. Roberto,1,Undirected
Nili,Samper,1,Undirected
Gabri,Roger,1,Undirected
Litmanen,Roger,1,Undirected
Mascherano,Nili,1,Undirected
Masip,Mújica,1,Undirected
Masip,Nili,1,Undirected
Mathieu,Mújica,1,Undirected
Mathieu,Nili,1,Undirected
Messi,Mújica,1,Undirected
Messi,Nili,1,Undirected
Munir,Mújica,1,Undirected
Aleix Vidal,Lenglet,1,Undirected
Martínez,Messi,1,Undirected
Martínez,Munir,1,Undirected
Martínez,Mújica,1,Undirected
Martínez,Nili,1,Undirected
Martínez,S. Roberto,1,Undirected
Martínez,Samper,1,Undirected
Mascherano,Mújica,1,Undirected
Suárez,Suárez,1,Undirected
A. Gomes,Cámara,1,Undirected
Bravo,Cámara,1,Undirected
Bogarde,Nano,1,Undirected
Aleix Vidal,Arthur,1,Undirected
Aleix Vidal,Chumi,1,Undirected
Aleix Vidal,Collado,1,Undirected
Aleix Vidal,Cucurella,1,Undirected
Martínez,Mascherano,1,Undirected
Martínez,Masip,1,Undirected
Martínez,Mathieu,1,Undirected
Alcácer,Mingueza,1,Undirected
Juanjo,Sergi,1,Undirected
Juanjo,Setvalls,1,Undirected
Juanjo,T. Velamazán,1,Undirected
Juanjo,Xavi Roca,1,Undirected
D. Suárez,Mújica,1,Undirected
Luis Enrique,Martínez,1,Undirected
Luis Enrique,Mújica,1,Undirected
Marlon,Martínez,1,Undirected
Marlon,Masip,1,Undirected
Marlon,Mathieu,1,Undirected
Marlon,Mújica,1,Undirected
Marlon,Nili,1,Undirected
Chumi,Palencia,1,Undirected
Chumi,Rafinha,1,Undirected
Chumi,Tabla,1,Undirected
Cámara,Marlon,1,Undirected
Cámara,Martínez,1,Undirected
Cámara,Mújica,1,Undirected
Cámara,Nili,1,Undirected
D. Suárez,Martínez,1,Undirected
Aleix Vidal,Malcom,1,Undirected
Aleix Vidal,Monchu,1,Undirected
Aleix Vidal,Riqui Puig,1,Undirected
Aleix Vidal,Tabla,1,Undirected
Carles Pérez,Chumi,1,Undirected
Chumi,Cucurella,1,Undirected
Chumi,Marlon,1,Undirected
Chumi,Monchu,1,Undirected
Carreras,Rexach,1,Undirected
Carreras,Rufete,1,Undirected
Celades,G. Pimienta,1,Undirected
Celades,Juanjo,1,Undirected
Celades,Rexach,1,Undirected
Celades,Rufete,1,Undirected
G. Pimienta,Guardiola,1,Undirected
G. Pimienta,Juanjo,1,Undirected
Busquets,G. Pimienta,1,Undirected
Busquets,Juanjo,1,Undirected
Busquets,Rexach,1,Undirected
Busquets,Rufete,1,Undirected
Busquets,Setvalls,1,Undirected
Busquets,Xavi Roca,1,Undirected
Carreras,G. Pimienta,1,Undirected
Carreras,Juanjo,1,Undirected
Sergi,Setvalls,1,Undirected
Sergi,Xavi Roca,1,Undirected
Setvalls,T. Velamazán,1,Undirected
T. Velamazán,Xavi Roca,1,Undirected
Alcácer,Vidal,1,Undirected
Bakero,Rufete,1,Undirected
Bakero,Setvalls,1,Undirected
Bakero,Xavi Roca,1,Undirected
Rexach,Rufete,1,Undirected
Rexach,Setvalls,1,Undirected
Rexach,T. Velamazán,1,Undirected
Rexach,Xavi Roca,1,Undirected
Rufete,Sergi,1,Undirected
Rufete,Setvalls,1,Undirected
Rufete,T. Velamazán,1,Undirected
Rufete,Xavi Roca,1,Undirected
Mario Rosas,Puyol,1,Undirected
Mario Rosas,Xavi,1,Undirected
Luis Enrique,Mario Rosas,1,Undirected
Dutruel,R. de Boer,1,Undirected
Abelardo,Nano,1,Undirected
Carbonell,Samper,1,Undirected
Juanjo,Rufete,1,Undirected
Arthur,Samper,1,Undirected
Carbonell,Martínez,1,Undirected
Carbonell,Mascherano,1,Undirected
Carbonell,Masip,1,Undirected
Carbonell,Mathieu,1,Undirected
Carbonell,Messi,1,Undirected
Carbonell,Munir,1,Undirected
Carbonell,Mújica,1,Undirected
Carbonell,S. Roberto,1,Undirected
Guardiola,Setvalls,1,Undirected
Guardiola,Xavi Roca,1,Undirected
Juanjo,Rexach,1,Undirected
Busquets,Martínez,1,Undirected
Busquets,Mújica,1,Undirected
Busquets,Nili,1,Undirected
Carbonell,Cámara,1,Undirected
Carbonell,Marlon,1,Undirected
G. Pimienta,Rexach,1,Undirected
G. Pimienta,Rufete,1,Undirected
G. Pimienta,Sergi,1,Undirected
G. Pimienta,Setvalls,1,Undirected
G. Pimienta,T. Velamazán,1,Undirected
G. Pimienta,Xavi Roca,1,Undirected
Guardiola,Juanjo,1,Undirected
Guardiola,Rufete,1,Undirected
Alfaro,Nili,1,Undirected
Alfaro,S. Roberto,1,Undirected
Alfaro,Samper,1,Undirected
Arda,Martínez,1,Undirected
Arda,Mújica,1,Undirected
Busquets,Carbonell,1,Undirected
Arda,Sandro,1,Undirected
Aleix Vidal,Douglas,1,Undirected
Alfaro,Marlon,1,Undirected
Alfaro,Martínez,1,Undirected
Alfaro,Mascherano,1,Undirected
Alfaro,Masip,1,Undirected
Alfaro,Mathieu,1,Undirected
Alfaro,Messi,1,Undirected
Alfaro,Munir,1,Undirected
Alfaro,Mújica,1,Undirected
Chumi,Rakitić,1,Undirected
Aleñá,Mújica,1,Undirected
Alfaro,Arda,1,Undirected
Alfaro,Busquets,1,Undirected
Alfaro,Carbonell,1,Undirected
Alfaro,Cámara,1,Undirected
Alfaro,D. Suárez,1,Undirected
Alfaro,Luis Enrique,1,Undirected
Chumi,Samper,1,Undirected
Dembélé,Samper,1,Undirected
J. Cuenca,Samper,1,Undirected
J. Cuenca,Vidal,1,Undirected
Lenglet,Samper,1,Undirected
Malcom,Samper,1,Undirected
Miranda,Samper,1,Undirected
Samper,Vidal,1,Undirected
Cámara,Jordi Alba,1,Undirected
Jordi Alba,Kaptoum,1,Undirected
Kaptoum,Messi,1,Undirected
Dutruel,Reina,1,Undirected
Halilović,Rakitić,1,Undirected
Halilović,Suárez,1,Undirected
Halilović,Vermaelen,1,Undirected
Bravo,Gumbau,1,Undirected
Boateng,Lenglet,1,Undirected
Boateng,N. Semedo,1,Undirected
Arnau,Dutruel,1,Undirected
Petit,R. de Boer,1,Undirected
R. de Boer,Serra Ferrer,1,Undirected
Cantalapiedra,Daniel Alves,1,Undirected
Cantalapiedra,Mascherano,1,Undirected
Cámara,Gumbau,1,Undirected
Overmars,R. de Boer,1,Undirected
Aleñá,Cámara,1,Undirected
Aleñá,Martínez,1,Undirected
Chumi,Vermaelen,1,Undirected
Chumi,Coutinho,1,Undirected
Messi,Murillo,1,Undirected
Murillo,Rakitić,1,Undirected
Murillo,Suárez,1,Undirected
Aleix Vidal,Kaptoum,1,Undirected
Cámara,Douglas,1,Undirected
Kaptoum,S. Roberto,1,Undirected
Aleix Vidal,Alfaro,1,Undirected
Aleix Vidal,Martínez,1,Undirected
Aleix Vidal,Mújica,1,Undirected
Aleñá,Alfaro,1,Undirected
Gerard,R. de Boer,1,Undirected
Adama,Gumbau,1,Undirected
Adama,Halilović,1,Undirected
Adama,Mathieu,1,Undirected
Douglas,Halilović,1,Undirected
Gumbau,Montoya,1,Undirected
Halilović,Mathieu,1,Undirected
Halilović,Montoya,1,Undirected
Douglas,Xavi,1,Undirected
F. de Boer,Santamaría,1,Undirected
Guardiola,Santamaría,1,Undirected
Reina,Santamaría,1,Undirected
Reiziger,Santamaría,1,Undirected
Rivaldo,Santamaría,1,Undirected
Santamaría,Sergi,1,Undirected
Santamaría,Serra Ferrer,1,Undirected
Halilović,Piqué,1,Undirected
Boateng,Chumi,1,Undirected
Boateng,Miranda,1,Undirected
Chumi,Todibo,1,Undirected
Chumi,Umtiti,1,Undirected
Chumi,Wagué,1,Undirected
Busquets,Halilović,1,Undirected
Halilović,Iniesta,1,Undirected
Halilović,Jordi Alba,1,Undirected
Daniel Alves,Douglas,1,Undirected
Douglas,Suárez,1,Undirected
Cantalapiedra,Douglas,1,Undirected
Cantalapiedra,Kaptoum,1,Undirected
Kaptoum,Masip,1,Undirected
Boateng,Messi,1,Undirected
Abel Ruiz,Boateng,1,Undirected
Abel Ruiz,Murillo,1,Undirected
Rochemback,Trashorras,1,Undirected
Sergi,Trashorras,1,Undirected
De la Peña,Rexach,1,Undirected
Andersson,Trashorras,1,Undirected
Alfonso,F. Navarro,1,Undirected
Alfonso,Trashorras,1,Undirected
F. Navarro,Trashorras,1,Undirected
F. de Boer,Trashorras,1,Undirected
Edgar Ié,Sandro,1,Undirected
Edgar Ié,Ter Stegen,1,Undirected
Adama,Masip,1,Undirected
Adama,Samper,1,Undirected
Adama,Sandro,1,Undirected
Christanval,Trashorras,1,Undirected
Overmars,Trashorras,1,Undirected
Rivaldo,Trashorras,1,Undirected
Edgar Ié,Luis Enrique,1,Undirected
Edgar Ié,Mathieu,1,Undirected
Edgar Ié,Munir,1,Undirected
Edgar Ié,Pedro,1,Undirected
Edgar Ié,Rafinha,1,Undirected
Edgar Ié,Rakitić,1,Undirected
Edgar Ié,S. Roberto,1,Undirected
Edgar Ié,Samper,1,Undirected
Vermaelen,Xavi,1,Undirected
Coutinho,Todibo,1,Undirected
Coutinho,Wagué,1,Undirected
Murillo,Ter Stegen,1,Undirected
Adriano,Edgar Ié,1,Undirected
Bartra,Edgar Ié,1,Undirected
Douglas,Edgar Ié,1,Undirected
Edgar Ié,Iniesta,1,Undirected
Moreno,Patri,1,Undirected
Moreno,Setvalls,1,Undirected
Moreno,Xavi Roca,1,Undirected
Pablo Sanz,Patri,1,Undirected
Pablo Sanz,Prosinečki,1,Undirected
Pablo Sanz,Setvalls,1,Undirected
Pablo Sanz,Xavi Roca,1,Undirected
Patri,Prosinečki,1,Undirected
Juli,Prosinečki,1,Undirected
Juli,Setvalls,1,Undirected
Juli,Xavi Roca,1,Undirected
Kodro,Pablo Sanz,1,Undirected
Kodro,Patri,1,Undirected
Kodro,Setvalls,1,Undirected
Kodro,Xavi Roca,1,Undirected
Moreno,Pablo Sanz,1,Undirected
David Sánchez,Geovanni,1,Undirected
David Sánchez,Gerard,1,Undirected
Bonano,Reina,1,Undirected
Collado,Vermaelen,1,Undirected
Murillo,Vermaelen,1,Undirected
Todibo,Vermaelen,1,Undirected
Vermaelen,Wagué,1,Undirected
Abel Ruiz,Messi,1,Undirected
Geovanni,Trashorras,1,Undirected
Puyol,Trashorras,1,Undirected
Abelardo,F. Navarro,1,Undirected
Alfonso,Motta,1,Undirected
Coco,Dani,1,Undirected
Andersson,Reina,1,Undirected
David Sánchez,F. Navarro,1,Undirected
David Sánchez,Gabri,1,Undirected
Grimaldo,Suárez,1,Undirected
Grimaldo,Xavi,1,Undirected
Dani,David Sánchez,1,Undirected
Dani,Iniesta,1,Undirected
Dani,Sergio García,1,Undirected
David Sánchez,Enke,1,Undirected
Grimaldo,Luis Enrique,1,Undirected
Grimaldo,Mascherano,1,Undirected
Grimaldo,Munir,1,Undirected
Grimaldo,Neymar,1,Undirected
Grimaldo,Piqué,1,Undirected
Grimaldo,Rafinha,1,Undirected
Grimaldo,Rakitić,1,Undirected
Grimaldo,S. Roberto,1,Undirected
Grimaldo,Samper,1,Undirected
Grimaldo,Sandro,1,Undirected
Amor,Juanjo,1,Undirected
Amor,Rufete,1,Undirected
Amor,Setvalls,1,Undirected
Amor,Xavi Roca,1,Undirected
Bakero,G. Pimienta,1,Undirected
Bakero,Juanjo,1,Undirected
Grimaldo,Messi,1,Undirected
Grimaldo,Montoya,1,Undirected
Patri,Setvalls,1,Undirected
Patri,Xavi Roca,1,Undirected
Prosinečki,Setvalls,1,Undirected
Prosinečki,Xavi Roca,1,Undirected
Abelardo,G. Pimienta,1,Undirected
Abelardo,Juanjo,1,Undirected
Abelardo,Rufete,1,Undirected
Amor,G. Pimienta,1,Undirected
Cruijff,Setvalls,1,Undirected
Cruijff,Xavi Roca,1,Undirected
Cuéllar,Juli,1,Undirected
Cuéllar,Pablo Sanz,1,Undirected
Cuéllar,Patri,1,Undirected
Cuéllar,Setvalls,1,Undirected
Cuéllar,Xavi Roca,1,Undirected
Hagi,Juli,1,Undirected
Guillem,Piqué,1,Undirected
Carreras,Patri,1,Undirected
Celades,Juli,1,Undirected
Celades,Pablo Sanz,1,Undirected
Celades,Patri,1,Undirected
Cruijff,Juli,1,Undirected
Cruijff,Pablo Sanz,1,Undirected
Cruijff,Patri,1,Undirected
Enke,Sergio García,1,Undirected
F. Navarro,Sergio García,1,Undirected
Gabri,Tortolero,1,Undirected
Geovanni,Iniesta,1,Undirected
Geovanni,Sergio García,1,Undirected
Iniesta,Tortolero,1,Undirected
Grimaldo,Masip,1,Undirected
Grimaldo,Mathieu,1,Undirected
David Sánchez,Iniesta,1,Undirected
David Sánchez,Puyol,1,Undirected
David Sánchez,Riquelme,1,Undirected
David Sánchez,Rochemback,1,Undirected
David Sánchez,Sergio García,1,Undirected
David Sánchez,Tortolero,1,Undirected
David Sánchez,Van Gaal,1,Undirected
Enke,Iniesta,1,Undirected
Patric,Puyol,1,Undirected
Dongou,Puyol,1,Undirected
Afellay,Song,1,Undirected
Bartra,Grimaldo,1,Undirected
Bravo,Grimaldo,1,Undirected
Busquets,Grimaldo,1,Undirected
Daniel Alves,Grimaldo,1,Undirected
Grimaldo,Iniesta,1,Undirected
Reiziger,Tortolero,1,Undirected
Saviola,Tortolero,1,Undirected
Adama,Puyol,1,Undirected
Iniesta,Patric,1,Undirected
Martino,Patric,1,Undirected
Montoya,Patric,1,Undirected
Neymar,Patric,1,Undirected
Patric,Pinto,1,Undirected
Jordi Cruijff,Xavi Roca,1,Undirected
Juli,Kodro,1,Undirected
Juli,Moreno,1,Undirected
Juli,Pablo Sanz,1,Undirected
Juli,Patri,1,Undirected
Motta,Tortolero,1,Undirected
Oleguer,Tortolero,1,Undirected
Oleguer,Van Gaal,1,Undirected
Hagi,Pablo Sanz,1,Undirected
Hagi,Patri,1,Undirected
Hagi,Setvalls,1,Undirected
Hagi,Xavi Roca,1,Undirected
Jordi Cruijff,Juli,1,Undirected
Jordi Cruijff,Pablo Sanz,1,Undirected
Jordi Cruijff,Patri,1,Undirected
Jordi Cruijff,Setvalls,1,Undirected
Mendieta,Tortolero,1,Undirected
Christanval,Iniesta,1,Undirected
Bonano,De la Cruz,1,Undirected
Christanval,De la Cruz,1,Undirected
Christanval,Oleguer,1,Undirected
Dani,De la Cruz,1,Undirected
De la Cruz,F. de Boer,1,Undirected
De la Cruz,Mendieta,1,Undirected
Riquelme,Tortolero,1,Undirected
Rochemback,Tortolero,1,Undirected
Sergio García,Tortolero,1,Undirected
Sergio García,Van Gaal,1,Undirected
Enke,Kluivert,1,Undirected
F. de Boer,Tortolero,1,Undirected
Geovanni,Oleguer,1,Undirected
Kluivert,Tortolero,1,Undirected
Dembélé,Monchu,1,Undirected
Guillem,Monchu,1,Undirected
Monchu,Neto,1,Undirected
Monchu,Todibo,1,Undirected
Monchu,Umtiti,1,Undirected
Collado,Suárez,1,Undirected
A. Sánchez,Adama,1,Undirected
Adama,Patric,1,Undirected
Grimaldo,Jordi Alba,1,Undirected
Aleñá,Monchu,1,Undirected
Araújo,Carles Pérez,1,Undirected
Araújo,Guillem,1,Undirected
Araújo,Malcom,1,Undirected
Araújo,Monchu,1,Undirected
Araújo,Rafinha,1,Undirected
Busquets,Monchu,1,Undirected
Angoy,Moreno,1,Undirected
Angoy,Pablo Sanz,1,Undirected
Angoy,Patri,1,Undirected
Angoy,Setvalls,1,Undirected
Angoy,Xavi Roca,1,Undirected
Carreras,Cuéllar,1,Undirected
Carreras,Juli,1,Undirected
Carreras,Pablo Sanz,1,Undirected
Angoy,Popescu,1,Undirected
Angoy,Òscar,1,Undirected
Carreras,Lopetegi,1,Undirected
Abelardo,Juli,1,Undirected
Abelardo,Pablo Sanz,1,Undirected
Abelardo,Patri,1,Undirected
Angoy,Cuéllar,1,Undirected
Angoy,Juli,1,Undirected
Oleguer,Rochemback,1,Undirected
De Jong,Miranda,1,Undirected
Griezmann,Miranda,1,Undirected
Jordi Alba,Miranda,1,Undirected
Miranda,Neto,1,Undirected
Abel Ruiz,Junior,1,Undirected
Abel Ruiz,Neto,1,Undirected
Angoy,Figo,1,Undirected
De la Cruz,Motta,1,Undirected
De la Cruz,Oleguer,1,Undirected
De la Cruz,Overmars,1,Undirected
De la Cruz,Puyol,1,Undirected
De la Cruz,Reiziger,1,Undirected
De la Cruz,Riquelme,1,Undirected
De la Cruz,Rochemback,1,Undirected
De la Cruz,Xavi,1,Undirected
Bagnack,Messi,1,Undirected
Bagnack,Montoya,1,Undirected
Bagnack,Neymar,1,Undirected
Bagnack,Pedro,1,Undirected
Bagnack,Pinto,1,Undirected
Bagnack,Piqué,1,Undirected
Antić,Enke,1,Undirected
Antić,Oleguer,1,Undirected
Dani Nieto,Piqué,1,Undirected
Dani Nieto,S. Roberto,1,Undirected
Dani Nieto,Song,1,Undirected
Dani Nieto,Víctor Valdés,1,Undirected
Dani Nieto,Xavi,1,Undirected
Daniel Alves,Dongou,1,Undirected
Dongou,Iniesta,1,Undirected
Bagnack,Mascherano,1,Undirected
Dani Nieto,Jordi Alba,1,Undirected
Dani Nieto,Martino,1,Undirected
Dani Nieto,Mascherano,1,Undirected
Dani Nieto,Messi,1,Undirected
Dani Nieto,Montoya,1,Undirected
Dani Nieto,Neymar,1,Undirected
Dani Nieto,Pedro,1,Undirected
Dani Nieto,Pinto,1,Undirected
Bagnack,Víctor Valdés,1,Undirected
Bagnack,Xavi,1,Undirected
Bartra,Dani Nieto,1,Undirected
Busquets,Dani Nieto,1,Undirected
Dani Nieto,Daniel Alves,1,Undirected
Dani Nieto,Dongou,1,Undirected
Dani Nieto,Fàbregas,1,Undirected
Dani Nieto,Iniesta,1,Undirected
A. Sánchez,Dani Nieto,1,Undirected
Adriano,Bagnack,1,Undirected
Adriano,Dani Nieto,1,Undirected
Bagnack,Bartra,1,Undirected
Bagnack,Busquets,1,Undirected
Bagnack,Dani Nieto,1,Undirected
Bagnack,Daniel Alves,1,Undirected
Bagnack,Dongou,1,Undirected
Patric,Sergi Gómez,1,Undirected
Patric,Vilanova,1,Undirected
Patric,Villa,1,Undirected
Rafinha,Sergi Gómez,1,Undirected
S. Roberto,Sergi Gómez,1,Undirected
Sergi Gómez,Song,1,Undirected
Sergi Gómez,Vilanova,1,Undirected
A. Sánchez,Bagnack,1,Undirected
Moreno,Q. Álvarez,1,Undirected
Popescu,Q. Álvarez,1,Undirected
Prosinečki,Q. Álvarez,1,Undirected
Olazabal,Song,1,Undirected
Olazabal,Vilanova,1,Undirected
Olazabal,Villa,1,Undirected
Olazabal,Xavi,1,Undirected
Patric,Rafinha,1,Undirected
Bonano,Enke,1,Undirected
Bagnack,S. Roberto,1,Undirected
Bagnack,Song,1,Undirected
Messi,Todibo,1,Undirected
Ansu Fati,Todibo,1,Undirected
Kodro,Q. Álvarez,1,Undirected
Lopetegi,Moreno,1,Undirected
Lopetegi,Q. Álvarez,1,Undirected
Monchu,Suárez,1,Undirected
Balliu,Song,1,Undirected
Balliu,Vilanova,1,Undirected
Busquets,Olazabal,1,Undirected
Busquets,Patric,1,Undirected
Deulofeu,Olazabal,1,Undirected
Deulofeu,Patric,1,Undirected
Espinosa,Fàbregas,1,Undirected
Figo,Q. Álvarez,1,Undirected
Hagi,Q. Álvarez,1,Undirected
Abelardo,Q. Álvarez,1,Undirected
Celades,Q. Álvarez,1,Undirected
Junior,Monchu,1,Undirected
Messi,Monchu,1,Undirected
Monchu,Piqué,1,Undirected
Monchu,Setién,1,Undirected
Collado,Messi,1,Undirected
Collado,Setién,1,Undirected
Cruijff,Q. Álvarez,1,Undirected
Cuéllar,Q. Álvarez,1,Undirected
Cuéllar,T. Velamazán,1,Undirected
De la Peña,Lopetegi,1,Undirected
De la Peña,Q. Álvarez,1,Undirected
Ferrer,Q. Álvarez,1,Undirected
Bagnack,Fàbregas,1,Undirected
Bagnack,Iniesta,1,Undirected
Bagnack,Jordi Alba,1,Undirected
Bagnack,Martino,1,Undirected
Q. Álvarez,Sergi,1,Undirected
Q. Álvarez,T. Velamazán,1,Undirected
Q. Álvarez,Òscar,1,Undirected
Arthur,Neto,1,Undirected
Escaich,Hagi,1,Undirected
Escaich,Iván Iglesias,1,Undirected
Escaich,Jordi Cruijff,1,Undirected
Escaich,José Mari,1,Undirected
Escaich,Lopetegi,1,Undirected
Escaich,Sergi,1,Undirected
Escaich,Stoichkov,1,Undirected
Escaich,Sánchez Jara,1,Undirected
Mascherano,Sergi Gómez,1,Undirected
Olazabal,Patric,1,Undirected
Olazabal,Pedro,1,Undirected
Olazabal,Piqué,1,Undirected
Olazabal,Rafinha,1,Undirected
Olazabal,S. Roberto,1,Undirected
Olazabal,Sergi Gómez,1,Undirected
Escaich,Guardiola,1,Undirected
Fàbregas,Olazabal,1,Undirected
Fàbregas,Sergi Gómez,1,Undirected
J. dos Santos,Olazabal,1,Undirected
J. dos Santos,Patric,1,Undirected
Jordi Alba,Olazabal,1,Undirected
Jordi Alba,Patric,1,Undirected
Jordi Alba,Sergi Gómez,1,Undirected
Mascherano,Olazabal,1,Undirected
Espinosa,Jordi Alba,1,Undirected
Espinosa,Mascherano,1,Undirected
Espinosa,Olazabal,1,Undirected
Espinosa,Patric,1,Undirected
Espinosa,Rafinha,1,Undirected
Espinosa,S. Roberto,1,Undirected
Espinosa,Song,1,Undirected
Espinosa,Vilanova,1,Undirected
Mascherano,Planas,1,Undirected
Messi,Planas,1,Undirected
Piqué,Planas,1,Undirected
Planas,Rafinha,1,Undirected
Rafinha,Víctor Valdés,1,Undirected
Enke,Luis Enrique,1,Undirected
Enke,Overmars,1,Undirected
Enke,Sorín,1,Undirected
Balliu,Mascherano,1,Undirected
Balliu,Olazabal,1,Undirected
Balliu,Patric,1,Undirected
Balliu,Rafinha,1,Undirected
Balliu,S. Roberto,1,Undirected
Mendieta,Nano,1,Undirected
Fàbregas,Planas,1,Undirected
J. dos Santos,Planas,1,Undirected
A. Sánchez,Espinosa,1,Undirected
A. Sánchez,Olazabal,1,Undirected
A. Sánchez,Patric,1,Undirected
A. Sánchez,Sergi Gómez,1,Undirected
Adriano,Olazabal,1,Undirected
Adriano,Patric,1,Undirected
Balliu,Fàbregas,1,Undirected
Balliu,Jordi Alba,1,Undirected
José Mari,Lopetegi,1,Undirected
José Mari,Sánchez Jara,1,Undirected
Roger,Sánchez Jara,1,Undirected
Begiristain,Roger,1,Undirected
Angoy,Begiristain,1,Undirected
Angoy,Eskurza,1,Undirected
Bartra,Roura,1,Undirected
A. Sánchez,Balliu,1,Undirected
Koeman,Matheus,1,Undirected
Ferrer,L. Cembranos,1,Undirected
Hagi,L. Cembranos,1,Undirected
Busquets,Ilie,1,Undirected
Daniel Alves,Ilie,1,Undirected
Fontàs,Ilie,1,Undirected
Fontàs,Jordi Alba,1,Undirected
Fontàs,Vilanova,1,Undirected
Aleñá,Matheus,1,Undirected
Braithwaite,Matheus,1,Undirected
Coutinho,De la Fuente,1,Undirected
De la Fuente,Matheus,1,Undirected
De la Fuente,Ter Stegen,1,Undirected
Griezmann,Matheus,1,Undirected
Jordi Alba,Matheus,1,Undirected
Junior,Matheus,1,Undirected
Angoy,Busquets,1,Undirected
Angoy,Eusebio,1,Undirected
Angoy,José Mari,1,Undirected
Angoy,Korneev,1,Undirected
Eusebio,Korneev,1,Undirected
Abelardo,Escaich,1,Undirected
Cruijff,Escaich,1,Undirected
Escaich,Eskurza,1,Undirected
Oleguer,Sorín,1,Undirected
Antić,Iniesta,1,Undirected
Antić,Sergio García,1,Undirected
F. de Boer,Sergio García,1,Undirected
Kluivert,Sergio García,1,Undirected
Mendieta,Sergio García,1,Undirected
Bonano,Nano,1,Undirected
Angoy,Koeman,1,Undirected
Fàbregas,Muniesa,1,Undirected
A. Sánchez,Muniesa,1,Undirected
A. Sánchez,Ilie,1,Undirected
Adriano,Ilie,1,Undirected
Afellay,Ilie,1,Undirected
Afellay,Rafinha,1,Undirected
Afellay,Vilanova,1,Undirected
Bartra,Ilie,1,Undirected
Motta,Nano,1,Undirected
Nano,Sorín,1,Undirected
Nano,Víctor Valdés,1,Undirected
Antić,Christanval,1,Undirected
Christanval,Sorín,1,Undirected
Christanval,Víctor Valdés,1,Undirected
Dani,Víctor Valdés,1,Undirected
Quaresma,Ros,1,Undirected
Ilie,Rafinha,1,Undirected
Ilie,S. Roberto,1,Undirected
Ilie,Tello,1,Undirected
Ilie,Vilanova,1,Undirected
Ilie,Villa,1,Undirected
Ilie,Víctor Valdés,1,Undirected
Ilie,Xavi,1,Undirected
Andersson,Nano,1,Undirected
Fàbregas,Ilie,1,Undirected
Ilie,Iniesta,1,Undirected
Ilie,Jordi Alba,1,Undirected
Ilie,Mascherano,1,Undirected
Ilie,Messi,1,Undirected
Ilie,Montoya,1,Undirected
Ilie,Pedro,1,Undirected
Ilie,Piqué,1,Undirected
Expósito,Messi,1,Undirected
Expósito,Márquez,1,Undirected
Expósito,Oleguer,1,Undirected
Expósito,Oriol Riera,1,Undirected
Matheus,Trincão,1,Undirected
De Jong,De la Fuente,1,Undirected
Araújo,De la Fuente,1,Undirected
De la Fuente,Ilaix,1,Undirected
Matheus,Ter Stegen,1,Undirected
Motta,Rüştü,1,Undirected
Expósito,F. Navarro,1,Undirected
Expósito,Gabri,1,Undirected
Expósito,Jordi Gómez,1,Undirected
Expósito,Jorquera,1,Undirected
Expósito,Luis Enrique,1,Undirected
Expósito,Luis García,1,Undirected
Riverola,S. Roberto,1,Undirected
Andersson,Ros,1,Undirected
Andersson,Santamaría,1,Undirected
Keita,Rafinha,1,Undirected
Maxwell,Tello,1,Undirected
Santamaría,Sergio García,1,Undirected
Matheus,Pedri,1,Undirected
Matheus,Pjanić,1,Undirected
Rüştü,Víctor Valdés,1,Undirected
Bartra,Riverola,1,Undirected
Cuenca,Rafinha,1,Undirected
Deulofeu,Maxwell,1,Undirected
Montoya,Riverola,1,Undirected
Muniesa,Rafinha,1,Undirected
Muniesa,S. Roberto,1,Undirected
Rafinha,Riverola,1,Undirected
K. Femenía,Thiago,1,Undirected
K. Femenía,Villa,1,Undirected
K. Femenía,Xavi,1,Undirected
Araújo,Manaj,1,Undirected
Balde,Braithwaite,1,Undirected
Balde,Emerson,1,Undirected
Balde,Griezmann,1,Undirected
Gabri,Ros,1,Undirected
Iniesta,K. Femenía,1,Undirected
K. Femenía,Keita,1,Undirected
K. Femenía,Messi,1,Undirected
K. Femenía,Montoya,1,Undirected
K. Femenía,Pedro,1,Undirected
K. Femenía,Pinto,1,Undirected
K. Femenía,Piqué,1,Undirected
K. Femenía,S. Roberto,1,Undirected
G. dos Santos,K. Femenía,1,Undirected
G. dos Santos,Keita,1,Undirected
G. dos Santos,Montoya,1,Undirected
G. dos Santos,Piqué,1,Undirected
