Source,Target,Weight,Type
G. dos Santos,S. Roberto,1,Undirected
G. dos Santos,Thiago,1,Undirected
G. dos Santos,Villa,1,Undirected
Guardiola,K. Femenía,1,Undirected
Busquets,Lopetegi,1,Undirected
Cuenca,G. dos Santos,1,Undirected
Cuenca,K. Femenía,1,Undirected
Fontàs,G. dos Santos,1,Undirected
Fontàs,K. Femenía,1,Undirected
Fàbregas,G. dos Santos,1,Undirected
Fàbregas,K. Femenía,1,Undirected
G. dos Santos,Guardiola,1,Undirected
Expósito,Ros,1,Undirected
Expósito,Santamaría,1,Undirected
Expósito,Tiago,1,Undirected
Expósito,Xavi,1,Undirected
Expósito,Óscar López,1,Undirected
F. Navarro,Jordi Gómez,1,Undirected
F. Navarro,Oriol Riera,1,Undirected
F. Navarro,Ros,1,Undirected
Adriano,K. Femenía,1,Undirected
Bartra,G. dos Santos,1,Undirected
Bartra,K. Femenía,1,Undirected
Busquets,G. dos Santos,1,Undirected
Busquets,K. Femenía,1,Undirected
Espinosa,Muniesa,1,Undirected
Fontàs,Sergi Gómez,1,Undirected
Expósito,Rijkaard,1,Undirected
Muniesa,Sergi Gómez,1,Undirected
Muniesa,Villa,1,Undirected
Pinto,Sergi Gómez,1,Undirected
Piqué,Riverola,1,Undirected
Riverola,Sergi Gómez,1,Undirected
Riverola,Xavi,1,Undirected
Abidal,K. Femenía,1,Undirected
Adriano,G. dos Santos,1,Undirected
Gabri,Tiago,1,Undirected
Jordi Gómez,Luis Enrique,1,Undirected
Jordi Gómez,Luis García,1,Undirected
Jordi Gómez,Messi,1,Undirected
Jordi Gómez,Márquez,1,Undirected
Jordi Gómez,Oleguer,1,Undirected
Jordi Gómez,Oriol Riera,1,Undirected
Iniesta,Sergi Gómez,1,Undirected
Carmona,Muniesa,1,Undirected
Carmona,Piqué,1,Undirected
Carmona,Sergi Gómez,1,Undirected
Carmona,Xavi,1,Undirected
Cuenca,Sergi Gómez,1,Undirected
Afellay,Espinosa,1,Undirected
Espinosa,J. Soriano,1,Undirected
Espinosa,Jeffrén,1,Undirected
Adriano,Riverola,1,Undirected
Armando,Deulofeu,1,Undirected
Armando,Muniesa,1,Undirected
Armando,Piqué,1,Undirected
Armando,Sergi Gómez,1,Undirected
Armando,Xavi,1,Undirected
Balliu,Muniesa,1,Undirected
Carmona,Deulofeu,1,Undirected
Collado,Demir,1,Undirected
Collado,Emerson,1,Undirected
Collado,Koeman,1,Undirected
Collado,Manaj,1,Undirected
Demir,Manaj,1,Undirected
Demir,Umtiti,1,Undirected
Adriano,Armando,1,Undirected
Adriano,Carmona,1,Undirected
F. Navarro,Santamaría,1,Undirected
F. Navarro,Tiago,1,Undirected
F. Navarro,Óscar López,1,Undirected
Gabri,Oriol Riera,1,Undirected
Balde,Manaj,1,Undirected
Braithwaite,Collado,1,Undirected
Braithwaite,Manaj,1,Undirected
Busquets,Manaj,1,Undirected
Manaj,Neto,1,Undirected
Manaj,Nico,1,Undirected
Manaj,Piqué,1,Undirected
Manaj,Riqui Puig,1,Undirected
Manaj,S. Roberto,1,Undirected
Manaj,Umtiti,1,Undirected
Amor,Ekelund,1,Undirected
Bakero,Ekelund,1,Undirected
Depay,Manaj,1,Undirected
Dest,Manaj,1,Undirected
Emerson,Manaj,1,Undirected
Emerson,Riqui Puig,1,Undirected
Emerson,Umtiti,1,Undirected
Griezmann,Manaj,1,Undirected
Jordi Alba,Manaj,1,Undirected
Koeman,Manaj,1,Undirected
Keita,Lobato,1,Undirected
Lobato,Maxwell,1,Undirected
Lobato,Pinto,1,Undirected
Lobato,Riverola,1,Undirected
Lobato,Rosell,1,Undirected
Lobato,Thiago,1,Undirected
Lobato,Villa,1,Undirected
Lobato,Víctor Valdés,1,Undirected
Espinosa,Maxwell,1,Undirected
Espinosa,Rosell,1,Undirected
Espinosa,Víctor Valdés,1,Undirected
Pedro,Rosell,1,Undirected
Iniesta,Lobato,1,Undirected
J. Soriano,Lobato,1,Undirected
J. dos Santos,Lobato,1,Undirected
Jeffrén,Lobato,1,Undirected
Dalmau,Víctor Valdés,1,Undirected
Fontàs,Lobato,1,Undirected
Guardiola,Lobato,1,Undirected
Ekelund,Romário,1,Undirected
Ekelund,Sergi,1,Undirected
Ekelund,Stoichkov,1,Undirected
Busquets,Estebaranz,1,Undirected
Emerson,Gavi,1,Undirected
Dalmau,Keita,1,Undirected
Dalmau,Lobato,1,Undirected
Dalmau,Maxwell,1,Undirected
Dalmau,Pinto,1,Undirected
Dalmau,Riverola,1,Undirected
Dalmau,Rosell,1,Undirected
Dalmau,Thiago,1,Undirected
Dalmau,Villa,1,Undirected
Cuenca,Dalmau,1,Undirected
Cuenca,Lobato,1,Undirected
Dalmau,Fontàs,1,Undirected
Dalmau,Guardiola,1,Undirected
Dalmau,Iniesta,1,Undirected
Dalmau,J. Soriano,1,Undirected
Dalmau,J. dos Santos,1,Undirected
Dalmau,Jeffrén,1,Undirected
Busquets,Ekelund,1,Undirected
Cruijff,Ekelund,1,Undirected
Ekelund,Eusebio,1,Undirected
Ekelund,Ferrer,1,Undirected
Ekelund,Guardiola,1,Undirected
Ekelund,Iván Iglesias,1,Undirected
Ekelund,Laudrup,1,Undirected
Ekelund,Nadal,1,Undirected
Messi,Tiago,1,Undirected
Balliu,Dalmau,1,Undirected
Balliu,Lobato,1,Undirected
Busquets,Dalmau,1,Undirected
Busquets,Lobato,1,Undirected
Carmona,Dalmau,1,Undirected
Abidal,Dalmau,1,Undirected
Abidal,Lobato,1,Undirected
Jorquera,Óscar López,1,Undirected
Luis Enrique,Oriol Riera,1,Undirected
Luis Enrique,Tiago,1,Undirected
Luis García,Oriol Riera,1,Undirected
Luis García,Tiago,1,Undirected
Messi,Oriol Riera,1,Undirected
Messi,Ros,1,Undirected
Messi,Santamaría,1,Undirected
Jordi Gómez,Tiago,1,Undirected
Jordi Gómez,Xavi,1,Undirected
Jordi Gómez,Óscar López,1,Undirected
Jorquera,Luis Enrique,1,Undirected
Jorquera,Oriol Riera,1,Undirected
Jorquera,Ros,1,Undirected
Jorquera,Santamaría,1,Undirected
Jorquera,Tiago,1,Undirected
Emerson,Mingueza,1,Undirected
Emerson,Ter Stegen,1,Undirected
Gavi,Griezmann,1,Undirected
Goikoetxea,Òscar,1,Undirected
Estebaranz,J. Salinas,1,Undirected
Carmona,Lobato,1,Undirected
Jordi Gómez,Ros,1,Undirected
Jordi Gómez,Santamaría,1,Undirected
Jeffrén,O. Romeu,1,Undirected
Mascherano,O. Romeu,1,Undirected
O. Romeu,Víctor Valdés,1,Undirected
Jeffrén,S. Roberto,1,Undirected
Agüero,Demir,1,Undirected
Abde,Agüero,1,Undirected
Guardiola,Pablo Alfaro,1,Undirected
Alexanko,Vučević,1,Undirected
Maxwell,V. Vázquez,1,Undirected
Thiago,V. Vázquez,1,Undirected
Nolito,Villa,1,Undirected
Nolito,Xavi,1,Undirected
Milito,Montoya,1,Undirected
Afellay,O. Romeu,1,Undirected
Bartra,O. Romeu,1,Undirected
Fontàs,O. Romeu,1,Undirected
Christiansen,Romário,1,Undirected
Ansu Fati,Demir,1,Undirected
Luis García,Mario,1,Undirected
Mario,Motta,1,Undirected
Mario,Overmars,1,Undirected
Mario,Quaresma,1,Undirected
Mario,Rijkaard,1,Undirected
Mascherano,V. Vázquez,1,Undirected
Afellay,Dalmau,1,Undirected
Afellay,Lobato,1,Undirected
Armando,Dalmau,1,Undirected
Armando,Lobato,1,Undirected
Christiansen,Guardiola,1,Undirected
Christiansen,Iván Iglesias,1,Undirected
Christiansen,Juan Carlos,1,Undirected
Christiansen,Laudrup,1,Undirected
Oriol Riera,Tiago,1,Undirected
Oriol Riera,Xavi,1,Undirected
Oriol Riera,Óscar López,1,Undirected
Rijkaard,Tiago,1,Undirected
Ros,Tiago,1,Undirected
Santamaría,Tiago,1,Undirected
Tiago,Xavi,1,Undirected
Tiago,Óscar López,1,Undirected
Márquez,Tiago,1,Undirected
Oleguer,Oriol Riera,1,Undirected
Oleguer,Ros,1,Undirected
Oleguer,Santamaría,1,Undirected
Oleguer,Tiago,1,Undirected
Oriol Riera,Rijkaard,1,Undirected
Oriol Riera,Ros,1,Undirected
Oriol Riera,Santamaría,1,Undirected
Milito,S. Roberto,1,Undirected
Nolito,S. Roberto,1,Undirected
Adriano,V. Vázquez,1,Undirected
Bartra,V. Vázquez,1,Undirected
Fontàs,V. Vázquez,1,Undirected
J. dos Santos,V. Vázquez,1,Undirected
Messi,Óscar López,1,Undirected
Márquez,Oriol Riera,1,Undirected
Alexanko,Òscar,1,Undirected
Soler,Òscar,1,Undirected
Vučević,Òscar,1,Undirected
Busquets,Vučević,1,Undirected
Agüero,Balde,1,Undirected
Agüero,Riqui Puig,1,Undirected
Agüero,Sergi,1,Undirected
Coutinho,Sergi,1,Undirected
Kluivert,Óscar López,1,Undirected
Cocu,Ros,1,Undirected
Reiziger,Ros,1,Undirected
Ros,Saviola,1,Undirected
Ros,Van Bronckhorst,1,Undirected
Abde,Umtiti,1,Undirected
Jutglà,Umtiti,1,Undirected
Balde,Comas,1,Undirected
Davids,Sergio García,1,Undirected
Jorquera,Overmars,1,Undirected
Overmars,Sergio García,1,Undirected
Ibrahimović,Villa,1,Undirected
Mario,Saviola,1,Undirected
Mario,Van Bronckhorst,1,Undirected
Mario,Víctor Valdés,1,Undirected
Mario,Xavi,1,Undirected
Fontàs,Nolito,1,Undirected
J. dos Santos,Nolito,1,Undirected
Dest,Sergi,1,Undirected
Piqué,Sergi,1,Undirected
Dembélé,Sergi,1,Undirected
Abde,Demir,1,Undirected
Depay,Ilias,1,Undirected
Gavi,Ilias,1,Undirected
Cocu,Mario,1,Undirected
Gabri,Mario,1,Undirected
Gerard,Mario,1,Undirected
Kluivert,Mario,1,Undirected
Luis Enrique,Mario,1,Undirected
Gerard,Jorquera,1,Undirected
Jorquera,Kluivert,1,Undirected
Jorquera,Quaresma,1,Undirected
Comas,Jutglà,1,Undirected
Comas,Lenglet,1,Undirected
Comas,Matheus,1,Undirected
Comas,Mika Mármol,1,Undirected
Comas,Mingueza,1,Undirected
Comas,Neto,1,Undirected
Comas,Riqui Puig,1,Undirected
Comas,Xavi,1,Undirected
Milito,Sergi Gómez,1,Undirected
O. Romeu,R. Miño,1,Undirected
O. Romeu,Sergi Gómez,1,Undirected
R. Miño,Sergi Gómez,1,Undirected
R. Miño,Thiago,1,Undirected
Gabri,Mora,1,Undirected
Gerard,Mora,1,Undirected
Comas,Ilias,1,Undirected
Keita,R. Miño,1,Undirected
Maxwell,R. Miño,1,Undirected
Maxwell,Sergi Gómez,1,Undirected
Messi,O. Romeu,1,Undirected
Messi,R. Miño,1,Undirected
Messi,Sergi Gómez,1,Undirected
Milito,O. Romeu,1,Undirected
Milito,R. Miño,1,Undirected
Balde,Guillem,1,Undirected
Balde,Matheus,1,Undirected
Comas,Coutinho,1,Undirected
Comas,Daniel Alves,1,Undirected
Comas,Demir,1,Undirected
Comas,Dest,1,Undirected
Comas,Guillem,1,Undirected
J. dos Santos,R. Miño,1,Undirected
Guardiola,R. Miño,1,Undirected
Ibrahimović,O. Romeu,1,Undirected
Ibrahimović,R. Miño,1,Undirected
Ibrahimović,Sergi Gómez,1,Undirected
Dest,Guillem,1,Undirected
Dest,Álvaro Sanz,1,Undirected
Guillem,Ilias,1,Undirected
Guillem,Jutglà,1,Undirected
Henry,Thiago,1,Undirected
Abidal,R. Miño,1,Undirected
Adriano,O. Romeu,1,Undirected
Adriano,R. Miño,1,Undirected
Bojan,R. Miño,1,Undirected
Bojan,Sergi Gómez,1,Undirected
Daniel Alves,R. Miño,1,Undirected
Daniel Alves,Sergi Gómez,1,Undirected
Daniel Alves,Matheus,1,Undirected
Demir,Guillem,1,Undirected
Demir,Jutglà,1,Undirected
Demir,Matheus,1,Undirected
Demir,Mika Mármol,1,Undirected
Demir,Álvaro Sanz,1,Undirected
Mora,Sylvinho,1,Undirected
Belletti,Rüştü,1,Undirected
Comas,Álvaro Sanz,1,Undirected
Comas,Èric García,1,Undirected
Coutinho,Daniel Alves,1,Undirected
Coutinho,Guillem,1,Undirected
Coutinho,Mika Mármol,1,Undirected
Coutinho,Álvaro Sanz,1,Undirected
Daniel Alves,Demir,1,Undirected
Daniel Alves,Guillem,1,Undirected
Luis García,Mora,1,Undirected
Abidal,Assulin,1,Undirected
Assulin,Chygrynskyi,1,Undirected
Assulin,J. Soriano,1,Undirected
Assulin,Márquez,1,Undirected
Bojan,J. Soriano,1,Undirected
Chygrynskyi,J. Soriano,1,Undirected
Edmílson,Gerard,1,Undirected
F. Navarro,Rüştü,1,Undirected
Gerard,Messi,1,Undirected
Giuly,Rüştü,1,Undirected
Larsson,Rüştü,1,Undirected
Messi,Rüştü,1,Undirected
Oleguer,Rüştü,1,Undirected
Rüştü,Sylvinho,1,Undirected
Larsson,Mora,1,Undirected
Jutglà,Mika Mármol,1,Undirected
Matheus,Mika Mármol,1,Undirected
Matheus,Neto,1,Undirected
Matheus,Xavi,1,Undirected
Matheus,Álvaro Sanz,1,Undirected
J. Soriano,Márquez,1,Undirected
J. Soriano,Touré,1,Undirected
Fontàs,Márquez,1,Undirected
Guillem,Matheus,1,Undirected
Guillem,Mika Mármol,1,Undirected
Guillem,Mingueza,1,Undirected
Guillem,Xavi,1,Undirected
Guillem,Álvaro Sanz,1,Undirected
Guillem,Èric García,1,Undirected
Ilias,Matheus,1,Undirected
Jutglà,Matheus,1,Undirected
Ibrahimović,Muniesa,1,Undirected
Montoya,Touré,1,Undirected
Muniesa,Touré,1,Undirected
Henrique,Jeffrén,1,Undirected
Henrique,Keita,1,Undirected
Henrique,Maxwell,1,Undirected
Henrique,Messi,1,Undirected
Henrique,Montoya,1,Undirected
Estanis,Xavi,1,Undirected
Estanis,Álvaro Sanz,1,Undirected
Estanis,Èric García,1,Undirected
Damià,Fragoso,1,Undirected
Damià,Javito,1,Undirected
Damià,Mora,1,Undirected
Damià,Peña,1,Undirected
Ibrahimović,Montoya,1,Undirected
Estanis,Ilias,1,Undirected
Estanis,Jutglà,1,Undirected
Estanis,Lenglet,1,Undirected
Estanis,Mingueza,1,Undirected
Estanis,Nico,1,Undirected
Estanis,Piqué,1,Undirected
Estanis,Riqui Puig,1,Undirected
Estanis,Ter Stegen,1,Undirected
Larsson,Rubén,1,Undirected
Larsson,Verdú,1,Undirected
Damià,Gerard,1,Undirected
Belletti,Fragoso,1,Undirected
Matheus,Èric García,1,Undirected
Mika Mármol,Neto,1,Undirected
Mika Mármol,Èric García,1,Undirected
Araújo,Estanis,1,Undirected
Fragoso,Van Bronckhorst,1,Undirected
Fragoso,Verdú,1,Undirected
Busquets,Henrique,1,Undirected
Daniel Alves,Henrique,1,Undirected
Fontàs,Guðjohnsen,1,Undirected
Fontàs,Henrique,1,Undirected
Fontàs,Touré,1,Undirected
Guardiola,Henrique,1,Undirected
Fragoso,Márquez,1,Undirected
Fragoso,Oleguer,1,Undirected
Fragoso,Peña,1,Undirected
Fragoso,Puyol,1,Undirected
Fragoso,Rijkaard,1,Undirected
Fragoso,Rodri,1,Undirected
Fragoso,Ronaldinho,1,Undirected
Fragoso,Rubén,1,Undirected
Cristian,Cristian,1,Undirected
Herrera,Juan Carlos,1,Undirected
Herrera,Nadal,1,Undirected
Herrera,Witschge,1,Undirected
Vučević,Witschge,1,Undirected
Christiansen,J. Salinas,1,Undirected
Christiansen,Witschge,1,Undirected
Fragoso,Mora,1,Undirected
Henrique,Muniesa,1,Undirected
Henrique,Pedro,1,Undirected
Henrique,Pinto,1,Undirected
Henrique,Piqué,1,Undirected
Henrique,Puyol,1,Undirected
Henrique,Thiago,1,Undirected
Henrique,Touré,1,Undirected
Belletti,Peña,1,Undirected
Eto'o,Fragoso,1,Undirected
Eto'o,Javito,1,Undirected
Eto'o,Mora,1,Undirected
Eto'o,Peña,1,Undirected
F. Navarro,Fragoso,1,Undirected
F. Navarro,Mora,1,Undirected
F. Navarro,Peña,1,Undirected
Fragoso,Giuly,1,Undirected
Bartra,Henrique,1,Undirected
Bartra,Touré,1,Undirected
Bojan,Henrique,1,Undirected
Deco,Fragoso,1,Undirected
Deco,Javito,1,Undirected
Deco,Mora,1,Undirected
Deco,Peña,1,Undirected
Deco,Verdú,1,Undirected
Dembélé,Ilias,1,Undirected
Abde,Álvaro Sanz,1,Undirected
Juan Carlos,Pinilla,1,Undirected
Nadal,Pinilla,1,Undirected
Busquets,Serna,1,Undirected
Alexanko,Pablo Alfaro,1,Undirected
Busquets,Pablo Alfaro,1,Undirected
Bartra,Guðjohnsen,1,Undirected
Guðjohnsen,Henrique,1,Undirected
Guðjohnsen,Ibrahimović,1,Undirected
Guðjohnsen,J. dos Santos,1,Undirected
Guðjohnsen,Maxwell,1,Undirected
Guðjohnsen,Montoya,1,Undirected
Guðjohnsen,Thiago,1,Undirected
Henrique,Ibrahimović,1,Undirected
Henrique,J. dos Santos,1,Undirected
Assulin,Ibrahimović,1,Undirected
Assulin,Messi,1,Undirected
Assulin,Montoya,1,Undirected
Assulin,Muniesa,1,Undirected
Assulin,Piqué,1,Undirected
Assulin,Puyol,1,Undirected
Assulin,Thiago,1,Undirected
Aubameyang,Braithwaite,1,Undirected
Botía,Sylvinho,1,Undirected
Botía,Touré,1,Undirected
Botía,Xavi,1,Undirected
Assulin,Bartra,1,Undirected
Assulin,Daniel Alves,1,Undirected
Assulin,Fontàs,1,Undirected
Assulin,Guðjohnsen,1,Undirected
Assulin,Henrique,1,Undirected
Abde,Braithwaite,1,Undirected
Braithwaite,Jutglà,1,Undirected
Botía,Guðjohnsen,1,Undirected
Botía,Hleb,1,Undirected
Botía,Keita,1,Undirected
Botía,Pedro,1,Undirected
Botía,Pinto,1,Undirected
Botía,Piqué,1,Undirected
Fragoso,Iniesta,1,Undirected
Fragoso,Javito,1,Undirected
Fragoso,Messi,1,Undirected
Pablo Alfaro,Soler,1,Undirected
Pablo Alfaro,Witschge,1,Undirected
Busquets,Herrera,1,Undirected
Cristóbal,Pinilla,1,Undirected
Guardiola,Pinilla,1,Undirected
Aranda,Daniel Alves,1,Undirected
Aranda,Dembélé,1,Undirected
Aranda,Depay,1,Undirected
Aranda,Gavi,1,Undirected
Aranda,Jandro,1,Undirected
Aranda,Jordi Alba,1,Undirected
Aranda,Umtiti,1,Undirected
Aranda,Álvaro Sanz,1,Undirected
Adama,Balde,1,Undirected
Adama,Jandro,1,Undirected
Adama,Mika Mármol,1,Undirected
Adama,Umtiti,1,Undirected
Adama,Álvaro Sanz,1,Undirected
Ansu Fati,Jandro,1,Undirected
Aranda,Araújo,1,Undirected
Aranda,Busquets,1,Undirected
A. Tenas,Daniel Alves,1,Undirected
A. Tenas,Dembélé,1,Undirected
A. Tenas,Jandro,1,Undirected
A. Tenas,Mika Mármol,1,Undirected
A. Tenas,Ter Stegen,1,Undirected
A. Tenas,Umtiti,1,Undirected
A. Tenas,Álvaro Sanz,1,Undirected
Adama,Aranda,1,Undirected
Adama,Neto,1,Undirected
Aubameyang,Neto,1,Undirected
Ferran,Neto,1,Undirected
Gavi,Neto,1,Undirected
Ferran,Mika Mármol,1,Undirected
A. Tenas,Adama,1,Undirected
A. Tenas,Aranda,1,Undirected
A. Tenas,Araújo,1,Undirected
A. Casas,Aranda,1,Undirected
A. Casas,Aubameyang,1,Undirected
A. Casas,Balde,1,Undirected
A. Casas,Casadó,1,Undirected
A. Casas,Chadi Riad,1,Undirected
A. Casas,Collado,1,Undirected
A. Casas,Dest,1,Undirected
A. Casas,Fabio,1,Undirected
Jandro,Umtiti,1,Undirected
Jandro,Xavi,1,Undirected
Jandro,Álvaro Sanz,1,Undirected
Jordi Alba,Mika Mármol,1,Undirected
Mika Mármol,Umtiti,1,Undirected
Umtiti,Álvaro Sanz,1,Undirected
A. Casas,Abde,1,Undirected
A. Casas,Ansu Fati,1,Undirected
Daniel Alves,Umtiti,1,Undirected
Dembélé,Jandro,1,Undirected
Dembélé,Mika Mármol,1,Undirected
Depay,Jandro,1,Undirected
Gavi,Jandro,1,Undirected
Jandro,Jordi Alba,1,Undirected
Jandro,Mika Mármol,1,Undirected
Jandro,Ter Stegen,1,Undirected
Araújo,Jandro,1,Undirected
Araújo,Mika Mármol,1,Undirected
Aubameyang,Jandro,1,Undirected
Aubameyang,Umtiti,1,Undirected
Aubameyang,Álvaro Sanz,1,Undirected
Balde,Jandro,1,Undirected
Busquets,Jandro,1,Undirected
Daniel Alves,Jandro,1,Undirected
Botía,Guardiola,1,Undirected
A. Casas,Ilias,1,Undirected
A. Casas,Iñaki Peña,1,Undirected
A. Casas,Kessié,1,Undirected
A. Casas,Mika Mármol,1,Undirected
A. Casas,Nico,1,Undirected
A. Casas,Pablo Torre,1,Undirected
A. Casas,Pedri,1,Undirected
Sylvinho,Xavi Torres,1,Undirected
V. Sánchez,Xavi Torres,1,Undirected
Abraham,Botía,1,Undirected
Abraham,Sylvinho,1,Undirected
Abraham,Xavi,1,Undirected
Bojan,Botía,1,Undirected
Botía,Cáceres,1,Undirected
Botía,Eto'o,1,Undirected
Hleb,Xavi Torres,1,Undirected
Jeffrén,Xavi Torres,1,Undirected
Keita,Xavi Torres,1,Undirected
Muniesa,Sylvinho,1,Undirected
Muniesa,V. Sánchez,1,Undirected
Muniesa,Xavi Torres,1,Undirected
Pedro,Xavi Torres,1,Undirected
Pinto,Xavi Torres,1,Undirected
Bojan,Xavi Torres,1,Undirected
Cáceres,Muniesa,1,Undirected
Cáceres,Xavi Torres,1,Undirected
Eto'o,Muniesa,1,Undirected
Eto'o,Xavi Torres,1,Undirected
Guardiola,Xavi Torres,1,Undirected
Guðjohnsen,Xavi Torres,1,Undirected
Hleb,Muniesa,1,Undirected
Aranda,Álex Valle,1,Undirected
Aubameyang,Chadi Riad,1,Undirected
Aubameyang,Fabio,1,Undirected
Aubameyang,Ilias,1,Undirected
Aubameyang,Álex Valle,1,Undirected
Balde,Fabio,1,Undirected
Balde,Álex Valle,1,Undirected
Casadó,Chadi Riad,1,Undirected
Aranda,Fabio,1,Undirected
Aranda,Ilias,1,Undirected
Aranda,Iñaki Peña,1,Undirected
Aranda,Kessié,1,Undirected
Aranda,Nico,1,Undirected
Aranda,Pablo Torre,1,Undirected
Aranda,Pedri,1,Undirected
Aranda,Pjanić,1,Undirected
Abde,Álex Valle,1,Undirected
Ansu Fati,Fabio,1,Undirected
Ansu Fati,Ilias,1,Undirected
Ansu Fati,Álex Valle,1,Undirected
Aranda,Casadó,1,Undirected
Aranda,Chadi Riad,1,Undirected
Aranda,Collado,1,Undirected
Aranda,Dest,1,Undirected
A. Casas,Pjanić,1,Undirected
A. Casas,Ter Stegen,1,Undirected
A. Casas,Xavi,1,Undirected
A. Casas,Álex Valle,1,Undirected
Abde,Aranda,1,Undirected
Abde,Chadi Riad,1,Undirected
Abde,Fabio,1,Undirected
Abde,Mika Mármol,1,Undirected
Abidal,Xavi Torres,1,Undirected
Córcoles,V. Sánchez,1,Undirected
Fragoso,Víctor Valdés,1,Undirected
Fragoso,Xavi,1,Undirected
Giuly,Javito,1,Undirected
Giuly,Peña,1,Undirected
Iniesta,Peña,1,Undirected
Javito,Mora,1,Undirected
Cáceres,Jorquera,1,Undirected
Guardiola,Jorquera,1,Undirected
Hleb,Jorquera,1,Undirected
Jorquera,Keita,1,Undirected
Jorquera,Pedro,1,Undirected
Jorquera,Piqué,1,Undirected
Jorquera,V. Sánchez,1,Undirected
Jorquera,V. Vázquez,1,Undirected
Márquez,Peña,1,Undirected
Oleguer,Peña,1,Undirected
Abidal,Córcoles,1,Undirected
Córcoles,Iniesta,1,Undirected
Córcoles,Puyol,1,Undirected
Córcoles,Sylvinho,1,Undirected
Córcoles,Xavi,1,Undirected
Busquets,Jorquera,1,Undirected
Casadó,Fabio,1,Undirected
Casadó,Ilias,1,Undirected
Messi,Mora,1,Undirected
Messi,Peña,1,Undirected
Mora,Peña,1,Undirected
Mora,Rodri,1,Undirected
Mora,Rubén,1,Undirected
Mora,Verdú,1,Undirected
Fabio,Kessié,1,Undirected
Fabio,Mika Mármol,1,Undirected
Fabio,Nico,1,Undirected
Fabio,Pablo Torre,1,Undirected
Fabio,Pedri,1,Undirected
Fabio,Pjanić,1,Undirected
Fabio,Ter Stegen,1,Undirected
Fabio,Xavi,1,Undirected
Collado,Fabio,1,Undirected
Collado,Ilias,1,Undirected
Collado,Mika Mármol,1,Undirected
Collado,Álex Valle,1,Undirected
Dest,Fabio,1,Undirected
Dest,Álex Valle,1,Undirected
Fabio,Ilias,1,Undirected
Fabio,Iñaki Peña,1,Undirected
Chadi Riad,Ilias,1,Undirected
Chadi Riad,Iñaki Peña,1,Undirected
Chadi Riad,Kessié,1,Undirected
Chadi Riad,Mika Mármol,1,Undirected
Chadi Riad,Nico,1,Undirected
Chadi Riad,Pablo Torre,1,Undirected
Chadi Riad,Pjanić,1,Undirected
Chadi Riad,Álex Valle,1,Undirected
Javito,Peña,1,Undirected
Javito,Ronaldinho,1,Undirected
Javito,Rubén,1,Undirected
Casadó,Mika Mármol,1,Undirected
Casadó,Álex Valle,1,Undirected
Chadi Riad,Collado,1,Undirected
Chadi Riad,Dest,1,Undirected
Chadi Riad,Fabio,1,Undirected
F. Navarro,M. López,1,Undirected
Damià,M. López,1,Undirected
Belletti,Ten Cate,1,Undirected
Deco,Ten Cate,1,Undirected
Edmílson,Ten Cate,1,Undirected
Ezquerro,Ten Cate,1,Undirected
Gabri,Ten Cate,1,Undirected
Giuly,Ten Cate,1,Undirected
Peña,Verdú,1,Undirected
Peña,Víctor Valdés,1,Undirected
Peña,Xavi,1,Undirected
Rodri,Rubén,1,Undirected
Ronaldinho,Verdú,1,Undirected
Javito,Sylvinho,1,Undirected
Sylvinho,Verdú,1,Undirected
Abraham,V. Sánchez,1,Undirected
Iñaki Peña,Álex Valle,1,Undirected
Kessié,Mika Mármol,1,Undirected
Peña,Puyol,1,Undirected
Peña,Rijkaard,1,Undirected
Peña,Rodri,1,Undirected
Peña,Ronaldinho,1,Undirected
Peña,Rubén,1,Undirected
Peña,Van Bronckhorst,1,Undirected
Fabio,Álex Valle,1,Undirected
Ilias,Iñaki Peña,1,Undirected
Ilias,Kessié,1,Undirected
Ilias,Pablo Torre,1,Undirected
Ilias,Pedri,1,Undirected
Ilias,Pjanić,1,Undirected
Ilias,Álex Valle,1,Undirected
Iñaki Peña,Mika Mármol,1,Undirected
Giuly,Jordi Gómez,1,Undirected
Iniesta,Jordi Gómez,1,Undirected
Jordi Gómez,Larsson,1,Undirected
Jordi Gómez,M. López,1,Undirected
Jordi Gómez,Motta,1,Undirected
Jordi Gómez,Puyol,1,Undirected
Jordi Gómez,Rodri,1,Undirected
Jordi Gómez,Van Bommel,1,Undirected
Ten Cate,Van Bronckhorst,1,Undirected
Cristian,Ezquerro,1,Undirected
Cristian,Gabri,1,Undirected
Cristian,Jorquera,1,Undirected
Cristian,Sylvinho,1,Undirected
Cristian,Van Bommel,1,Undirected
Belletti,Jordi Gómez,1,Undirected
Ezquerro,Jordi Gómez,1,Undirected
Amor,Julio Alberto,1,Undirected
J. Salinas,Julio Alberto,1,Undirected
Julio Alberto,Pinilla,1,Undirected
Mika Mármol,Pedri,1,Undirected
Mika Mármol,Pjanić,1,Undirected
Mika Mármol,Álex Valle,1,Undirected
